No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
995,MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,USA,7.26B,46.03,180.61,1.35%,"237,448",-,46.03,3.92,0.70%,40.24M,-0.85%,7.26B,35.41,87.43%,-18.27%,39.57M,-7.26%,162.90M,-,-3.42,98.70%,4.55%,19.94%,2.13B,3.41,-4.50%,-1.59%,3.89,-26.14%,35.34,5.11,3.30%,210.75,-20.05%,12.00,15.05,-10.76%,11.50%,125.00 - 255.37,-24.69%,-,-,56.90%,13.00%,-29.28%,1.19,-,1.20,12.60%,39.00%,44.49%,7.18,6600,1.40,-27.50%,12.80%,47.26,2.92% 3.72%,Yes,1.71,-47.40%,7.60%,0.51,178.21,Yes,1.66,Jun 04 AMC,173.90%,462.67K,180.61,2.30,-1.60%,-1.40%,-13.75%,"237,448",1.35%
996,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,USA,2.33B,-,35.61,2.33%,"672,011",-,-,-5.36,1.00%,66.52M,3.67%,2.33B,35.79,46.97%,-9.12%,46.39M,5.90%,-353.50M,-,0.21,77.90%,13.06%,67.66%,466.10M,5.00,-138.20%,-0.91%,10.24,33.97%,4.30,8.28,-31.70%,34.00,119.00%,3.39,10.52,15.00%,-118.60%,14.96 - 37.01,33.87%,-,71.89,-61.70%,-33.90%,-3.80%,2.40,-,3.40,8.10%,44.70%,138.03%,1.57,1100,4.50,-1.60%,-75.40%,59.08,3.96% 4.53%,Yes,2.42,59.80%,-75.80%,1.14,34.80,Yes,2.39,Apr 29 AMC,-,591.74K,35.61,2.80,5.77%,12.06%,35.93%,"672,011",2.33%
997,MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,USA,2.90B,7.81,39.67,-1.37%,"1,056,718",-,7.81,5.08,5.70%,74.74M,-11.59%,2.90B,9.87,-13.32%,-0.17%,55.44M,-14.21%,385.50M,-,0.81,86.00%,17.28%,14.09%,7.08B,0.41,67.30%,-4.30%,9.16,-37.40%,22.55,1.76,7.90%,48.67,-22.84%,0.98,40.45,-6.92%,23.00%,22.51 - 73.71,-38.17%,-,4.48,29.50%,13.80%,-46.18%,1.46,-,1.60,9.30%,15.50%,76.23%,2.36,20000,1.70,-6.70%,7.60%,43.49,5.17% 5.22%,Yes,0.84,-15.80%,5.40%,1.01,40.22,Yes,0.77,Apr 30 AMC,0.00%,1.05M,39.67,1.70,-7.56%,-0.33%,-23.53%,"1,056,718",-1.37%
998,MU,"Micron Technology, Inc.",Technology,Semiconductors,USA,55.14B,24.85,49.71,1.26%,"15,238,826",S&P 500,24.85,2.00,0.10%,1.11B,-3.51%,55.14B,10.59,67.75%,-6.85%,1.11B,-7.43%,2.26B,-,1.02,84.00%,2.61%,6.81%,20.25B,2.72,-51.50%,3.59%,1.18,-14.69%,34.04,1.46,4.50%,64.32,20.22%,7.81,6.37,-,6.10%,31.13 - 61.19,-7.57%,-,185.66,16.80%,15.00%,-18.76%,1.53,-,2.00,7.40%,29.00%,59.69%,1.94,37000,2.90,13.60%,12.50%,49.82,2.64% 3.41%,Yes,0.18,0.60%,11.20%,0.62,49.09,Yes,0.17,Jun 29 AMC,0.00%,24.49M,49.71,2.20,-0.83%,3.03%,1.64%,"15,238,826",1.26%
999,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Financial,Banks - Diversified,Japan,51.90B,10.18,3.87,-1.02%,"1,053,277",-,10.18,0.38,5.00%,12.84B,-1.53%,51.90B,7.09,21.60%,0.00%,12.73B,-14.38%,4.91B,1.31,-,1.50%,0.06%,1.57%,35.75B,1.45,-38.80%,0.59%,3.64,-27.93%,11.59,0.33,0.20%,5.83,-19.71%,93.87,0.04,7.80%,3.20%,3.32 - 5.54,-28.73%,0.23,-,-10.90%,2.70%,-30.14%,1.23,5.94%,-,6.50%,-,16.47%,0.10,138570,-,-5.20%,46.30%,41.99,1.49% 2.09%,Yes,2.38,-,13.80%,0.48,3.91,Yes,2.38,-,-,2.18M,3.87,-,-4.34%,-3.83%,-17.19%,"1,053,277",-1.02%
1000,MUSA,Murphy USA Inc.,Consumer Cyclical,Specialty Retail,USA,3.27B,14.60,111.86,-0.17%,"231,489",-,14.60,7.66,2.30%,30.24M,-0.65%,3.27B,17.08,-35.61%,0.04%,27.23M,-2.87%,238.80M,3.25,3.38,88.60%,6.33%,9.87%,14.10B,0.23,-25.00%,-4.27%,4.63,-1.64%,24.70,4.53,9.10%,138.50,29.05%,6.85,16.32,4.50%,30.40%,78.75 - 121.24,-4.39%,-,20.69,0.20%,11.20%,-7.73%,1.01,-,0.80,-3.70%,8.80%,42.04%,3.59,4600,1.30,2.20%,2.60%,46.91,2.18% 3.36%,Yes,1.39,1584.90%,1.70%,0.62,112.05,Yes,1.32,Apr 17 BMO,0.00%,372.22K,111.86,2.50,-1.06%,-0.51%,5.06%,"231,489",-0.17%
1001,MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,USA,16.36B,20.90,62.08,0.93%,"2,908,567",S&P 500,20.90,2.97,0.20%,269.00M,2.43%,16.36B,28.49,-0.14%,-24.09%,264.37M,1.45%,815.00M,4.01,0.50,93.30%,1.85%,19.92%,2.20B,7.43,21.30%,-1.09%,1.89,0.78%,6.02,10.31,22.30%,59.24,2.49%,6.40,9.70,5.22%,46.70%,41.93 - 65.73,0.93%,1.92,71.24,20.00%,29.70%,-5.55%,1.32,3.09%,5.40,-1.20%,64.80%,48.06%,1.47,7131,6.00,3.60%,31.00%,61.60,1.48% 2.39%,Yes,0.00,25.70%,37.00%,1.13,61.51,Yes,0.61,Apr 28 AMC,63.20%,2.58M,62.08,2.90,3.51%,7.98%,8.54%,"2,908,567",0.93%
1002,MYL,"Mylan, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,8.28B,133.80,16.19,0.50%,"6,523,176",S&P 500,133.80,0.12,0.20%,516.40M,0.68%,8.28B,3.55,4.13%,-1.12%,511.58M,-13.79%,62.60M,52.47,0.99,88.90%,6.32%,12.67%,11.62B,0.71,-95.00%,1.87%,5.02,-23.52%,21.81,0.74,0.20%,22.07,-17.48%,1.26,12.90,2.55%,0.50%,12.75 - 23.11,-19.45%,-,4.29,-58.00%,2.30%,-29.94%,1.56,-,0.80,8.30%,40.00%,26.98%,0.69,35000,1.30,5.00%,7.40%,46.45,3.19% 4.36%,Yes,1.12,182.90%,0.50%,1.01,16.11,Yes,0.99,May 11 BMO,0.00%,6.44M,16.19,2.40,-0.64%,-2.18%,-10.18%,"6,523,176",0.50%
1003,MYOK,"MyoKardia, Inc.",Healthcare,Biotechnology,USA,5.00B,-,95.29,1.33%,"287,287",-,-,-6.67,0.30%,46.57M,-1.38%,5.00B,-,-9.40%,-37.92%,45.40M,-5.21%,-308.60M,-,-1.49,94.50%,9.84%,101.93%,-,-,-249.90%,-1.42%,5.95,34.61%,7.50,12.71,-61.40%,137.70,91.38%,6.67,14.29,18.70%,-68.90%,42.65 - 126.30,30.74%,-,-,-52.00%,-,-24.55%,2.29,-,7.80,-,-,123.42%,4.21,246,7.80,-,-,53.66,3.76% 4.43%,Yes,0.00,-62.20%,-,0.38,94.04,Yes,0.00,-,-,750.95K,95.29,1.60,-2.58%,1.36%,37.40%,"287,287",1.33%
1004,NAC,Nuveen California Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,2.08B,5.98,14.40,0.91%,"197,067",-,5.98,2.41,-,144.74M,0.91%,2.08B,-,-,-,-,0.07%,-,-,-,9.84%,-,8.03%,146.31M,14.24,-,-,0.15,-4.00%,16.71,0.86,-,-,-1.37%,-,-,-,-,10.85 - 15.66,-3.29%,0.62,-,-,-,-8.05%,-,4.31%,-,-,-,32.72%,0.13,-,-,-2.80%,-,62.02,0.72% 0.83%,No,-,644.10%,-,0.84,14.27,Yes,-,-,-,235.79K,14.40,-,0.65%,2.66%,-0.72%,"197,067",0.91%
1005,NAD,Nuveen Quality Municipal Income Fund,Financial,Asset Management,USA,3.03B,6.72,14.33,0.56%,"946,732",-,6.72,2.13,-,211.65M,2.21%,3.03B,-,-,-,-,1.99%,-,-,-,25.71%,-,8.31%,210.09M,14.44,-,-,0.23,-2.30%,15.91,0.90,-,-,2.15%,-,-,-,-,10.75 - 15.26,-1.70%,0.68,-,-,-,-6.09%,-,4.75%,-,-,-,33.30%,0.10,-,-,-0.60%,-,75.52,0.82% 0.72%,No,-,-,-,2.00,14.25,Yes,-,-,-,472.74K,14.33,-,2.05%,4.47%,1.09%,"946,732",0.56%
1006,NARI,"Inari Medical, Inc.",Healthcare,Medical Devices,USA,2.29B,565.83,47.53,-0.04%,"233,370",-,565.83,0.08,4.60%,48.12M,-1.88%,2.29B,-,0.00%,0.00%,30.55M,-7.55%,3.90M,-,-0.18,-,0.12%,-,71.10M,32.17,88.30%,-,0.06,-,-,-,-,53.67,-,0.67,70.59,-,-,39.55 - 54.86,11.81%,-,-,-,-3.00%,-13.36%,-,-,5.50,-,89.20%,20.18%,2.96,240,6.10,291.30%,8.60%,-,4.40% 5.85%,No,-,533.50%,5.40%,0.39,47.55,Yes,-,-,0.00%,597.74K,47.53,2.30,-1.29%,-0.54%,-0.54%,"233,370",-0.04%
1007,NATI,National Instruments Corporation,Technology,Software - Application,USA,4.91B,18.37,37.84,0.50%,"259,378",-,18.37,2.06,1.00%,130.61M,-2.25%,4.91B,36.56,-33.78%,-3.64%,120.34M,-11.63%,271.60M,3.17,0.09,87.10%,0.86%,7.87%,1.35B,3.63,7.90%,3.36%,1.88,-9.79%,9.80,3.86,16.30%,41.50,-10.59%,4.50,8.41,5.79%,22.70%,20.42 - 47.89,-10.63%,1.04,161.01,4.30%,13.30%,-20.99%,1.04,2.75%,2.70,1.70%,74.50%,85.31%,1.21,7300,3.40,-0.50%,23.90%,44.12,2.31% 3.35%,Yes,0.00,480.00%,20.10%,0.47,37.65,Yes,0.00,Jul 30 AMC,48.70%,547.70K,37.84,2.60,-2.63%,-1.96%,-5.20%,"259,378",0.50%
1008,NAV,Navistar International Corporation,Industrials,Farm & Heavy Construction Machinery,USA,2.72B,15.06,27.82,2.39%,"547,382",-,15.06,1.85,0.70%,99.70M,-1.35%,2.72B,18.61,329.20%,0.00%,82.53M,-5.98%,184.00M,3.01,-0.18,78.60%,2.74%,59.89%,9.59B,0.28,-34.90%,-1.17%,2.92,-0.11%,-38.72,-,2.70%,31.75,-16.96%,-,-,5.00%,-4.90%,15.01 - 38.00,-3.87%,-,6.22,18.00%,37.80%,-26.79%,2.58,-,1.30,0.80%,17.40%,85.34%,1.34,12300,1.70,-35.70%,5.40%,54.30,4.35% 4.33%,Yes,-,21.20%,1.90%,0.71,27.17,Yes,-,Jun 04 BMO,0.00%,774.58K,27.82,2.60,2.10%,8.18%,-0.33%,"547,382",2.39%
1009,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,USA,12.13B,70.83,130.11,1.68%,"497,862",-,70.83,1.84,0.90%,92.60M,6.65%,12.13B,26.68,64.79%,-25.06%,88.71M,9.79%,176.50M,-,0.80,99.05%,5.22%,37.96%,886.80M,13.68,74.70%,2.04%,5.39,18.22%,7.56,17.21,14.40%,128.65,49.67%,8.28,15.72,-,29.50%,72.14 - 131.00,21.04%,-,41.73,19.90%,6.00%,-0.68%,1.34,-,6.70,-,99.10%,80.36%,4.27,700,6.90,71.30%,26.20%,61.56,2.83% 3.36%,Yes,0.00,134.40%,19.90%,0.58,127.96,Yes,0.59,May 06 AMC,0.00%,858.27K,130.11,1.90,5.69%,10.90%,24.50%,"497,862",1.68%
1010,NBL,"Noble Energy, Inc.",Energy,Oil & Gas E&P,USA,3.93B,-,8.82,-1.29%,"8,553,849",S&P 500,-,-10.78,1.10%,479.00M,-1.51%,3.93B,-,37.50%,1.65%,474.34M,-30.57%,-5162.00M,-,-0.40,97.80%,3.53%,30.16%,4.41B,0.89,-607.30%,-2.66%,1.48,-62.06%,9.18,0.96,-25.30%,13.05,-58.97%,-,-,-6.55%,-67.00%,2.73 - 27.31,-64.47%,0.08,-,-24.20%,-6.40%,-67.69%,2.62,0.91%,1.30,-2.80%,79.40%,223.26%,0.79,2282,1.30,-3.00%,-,42.57,5.94% 7.56%,Yes,1.97,-,-,0.76,8.94,Yes,1.96,Aug 07 BMO,-,11.27M,8.82,2.00,-10.04%,-8.44%,-43.32%,"8,553,849",-1.29%
1011,NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,USA,4.21B,-,15.99,4.72%,"32,096,532",S&P 500,-,-5.04,0.60%,256.35M,-2.68%,4.21B,-,70.20%,-0.50%,254.48M,-40.47%,-1068.90M,-,-2.16,62.90%,17.56%,45.23%,6.31B,0.67,1.00%,-22.89%,0.71,-71.93%,20.48,0.78,-6.60%,17.79,-68.50%,5.16,3.10,-,-18.30%,7.03 - 59.78,-72.62%,-,-,21.90%,8.90%,-73.25%,2.74,-,0.50,15.60%,39.20%,127.45%,2.00,36000,0.60,-11.20%,-12.90%,47.10,8.35% 10.26%,Yes,1.97,-,-17.00%,0.51,15.27,Yes,1.93,May 14 BMO,-,62.72M,15.99,2.40,-10.99%,0.02%,-55.74%,"32,096,532",4.72%
1012,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,USA,20.12B,27.82,121.70,1.02%,"683,032",S&P 500,27.82,4.37,0.50%,164.86M,1.87%,20.12B,21.37,1.35%,-3.95%,114.29M,0.33%,730.00M,3.71,1.43,78.20%,2.51%,20.57%,4.58B,4.40,3.90%,-1.27%,3.59,14.36%,32.73,3.72,5.20%,117.59,19.77%,7.68,15.85,7.50%,13.30%,71.66 - 123.12,13.63%,1.96,35.73,14.10%,8.90%,-1.15%,0.75,1.61%,1.00,4.00%,56.90%,69.83%,2.93,4281,1.00,30.20%,22.20%,60.34,1.95% 2.57%,Yes,0.76,-17.70%,16.00%,0.85,120.47,Yes,0.55,Jul 22 BMO,42.40%,799.62K,121.70,2.30,2.78%,5.70%,13.98%,"683,032",1.02%
1013,NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,USA,10.78B,32.07,187.53,0.28%,"181,380",-,32.07,5.85,0.90%,57.68M,-1.15%,10.78B,29.62,17.94%,-22.21%,53.86M,-6.69%,340.70M,2.47,1.33,71.90%,1.85%,31.45%,2.17B,4.97,-2.70%,1.07%,2.76,15.04%,28.65,6.55,9.50%,208.50,38.74%,5.33,35.19,13.00%,21.20%,96.46 - 203.67,15.16%,1.52,37.18,8.90%,13.90%,-7.92%,1.24,0.81%,2.30,5.20%,54.10%,94.42%,6.07,7579,3.20,-3.90%,21.70%,51.50,2.55% 3.17%,Yes,0.79,-0.20%,15.70%,0.50,187.01,Yes,0.76,May 20 AMC,25.20%,360.99K,187.53,2.10,-1.32%,4.46%,16.84%,"181,380",0.28%
1014,NEA,Nuveen AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA,3.95B,6.87,14.19,0.71%,"1,119,120",-,6.87,2.06,-,278.59M,2.09%,3.95B,-,-,-,-,2.31%,-,-,-,23.86%,-,8.07%,268.31M,14.73,-,-,0.15,-1.53%,15.58,0.91,-,-,2.23%,-,-,-,-,10.51 - 15.06,-1.32%,0.68,-,-,-,-5.78%,-,4.79%,-,-,-,35.01%,0.09,-,-,-0.90%,-,75.13,0.63% 0.62%,No,-,-,-,1.77,14.09,Yes,-,-,-,631.98K,14.19,1.00,2.40%,4.38%,1.42%,"1,119,120",0.71%
1015,NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,USA,123.89B,34.51,253.27,2.65%,"2,377,901",S&P 500,34.51,7.34,0.20%,489.30M,5.45%,123.89B,25.67,8.58%,-18.86%,489.07M,-2.77%,3.58B,4.27,2.49,81.30%,1.24%,10.85%,19.74B,6.28,-38.90%,0.48%,2.50,4.96%,74.40,3.40,3.00%,260.40,21.67%,6.82,37.15,8.07%,9.70%,174.80 - 283.35,4.59%,5.60,20.59,7.20%,6.30%,-10.61%,0.21,2.21%,0.60,2.40%,-,44.89%,6.75,8900,0.70,13.20%,31.40%,61.38,2.51% 2.68%,Yes,1.30,-41.20%,17.80%,0.98,246.72,Yes,1.13,Apr 22 BMO,71.00%,2.42M,253.27,2.20,2.96%,5.00%,5.07%,"2,377,901",2.65%
1016,NEM,Newmont Corporation,Basic Materials,Gold,USA,51.24B,14.42,63.43,1.54%,"10,812,576",S&P 500,14.42,4.40,0.20%,807.00M,2.74%,51.24B,20.78,44.51%,-12.77%,800.25M,14.21%,3.60B,0.68,0.37,85.90%,1.81%,26.96%,10.52B,4.87,800.20%,-0.75%,1.52,46.73%,27.02,2.35,9.00%,72.94,63.65%,4.81,13.19,21.15%,16.90%,33.00 - 69.13,45.98%,1.00,69.25,24.50%,10.10%,-8.25%,0.39,1.58%,2.80,7.40%,47.20%,92.21%,2.18,16600,3.30,43.20%,35.10%,63.71,3.00% 3.70%,Yes,0.31,388.90%,33.70%,1.14,62.47,Yes,0.30,May 05 BMO,12.90%,9.52M,63.43,2.00,8.53%,4.94%,32.85%,"10,812,576",1.54%
1017,NEO,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,USA,3.92B,1128.44,36.11,2.06%,"718,791",-,1128.44,0.03,2.90%,104.48M,16.56%,3.92B,101.43,1000.00%,-11.17%,101.60M,29.66%,3.50M,94.04,-0.10,85.90%,4.76%,44.73%,419.30M,9.34,16.20%,1.28%,4.24,23.50%,4.83,7.48,0.50%,34.00,56.19%,0.80,45.37,12.00%,0.70%,18.52 - 35.92,23.45%,-,-,30.80%,2.70%,0.53%,0.75,-,2.90,36.20%,46.80%,94.98%,1.42,1700,3.20,10.90%,1.00%,73.52,4.27% 5.03%,Yes,0.20,-161.00%,0.80%,0.63,35.38,Yes,0.18,Apr 28 BMO,0.00%,1.14M,36.11,1.50,22.75%,27.32%,33.59%,"718,791",2.06%
1018,NEOG,Neogen Corporation,Healthcare,Diagnostics & Research,USA,4.04B,69.55,77.76,0.31%,"147,991",-,69.55,1.12,0.20%,52.80M,0.21%,4.04B,63.74,8.64%,-73.80%,52.41M,7.90%,58.90M,6.96,0.31,97.40%,4.80%,24.46%,418.90M,9.65,-5.20%,0.15%,11.16,20.43%,13.48,5.77,8.00%,77.50,26.77%,6.31,12.32,10.00%,8.70%,48.91 - 79.90,19.15%,-,65.18,15.20%,8.80%,-2.68%,0.72,-,10.90,10.90%,46.60%,58.99%,2.65,1682,13.20,2.30%,16.00%,61.71,2.84% 3.80%,Yes,0.00,-7.70%,14.10%,0.66,77.52,Yes,0.00,Jul 21 BMO,0.00%,225.39K,77.76,2.50,5.63%,11.65%,16.67%,"147,991",0.31%
1019,NEP,"NextEra Energy Partners, LP",Utilities,Utilities - Renewable,USA,3.52B,-,54.94,3.12%,"479,177",-,-,-4.55,0.50%,65.50M,7.14%,3.52B,30.93,267.90%,3.22%,63.11M,3.50%,-288.00M,-,0.36,84.00%,2.03%,38.91%,890.00M,3.95,-151.40%,0.96%,2.85,5.05%,26.60,2.07,-2.40%,56.87,10.72%,1.80,30.59,-13.38%,-15.90%,29.01 - 61.87,4.35%,2.22,18.81,-62.50%,4.20%,-11.20%,1.13,4.04%,1.60,19.00%,-,89.38%,1.64,-,1.60,19.80%,27.80%,64.86,3.09% 3.30%,Yes,2.44,-764.30%,-32.40%,1.07,53.28,Yes,2.40,Apr 22 BMO,-,448.80K,54.94,2.20,6.17%,8.51%,7.24%,"479,177",3.12%
1020,NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,USA,11.81B,-,38.40,1.29%,"4,737,817",-,-,-0.51,5.54%,296.08M,6.82%,11.81B,-,31.60%,-55.65%,119.01M,31.64%,-121.50M,-,-0.06,51.70%,5.58%,68.42%,316.50M,37.31,-143.40%,9.37%,1.22,117.32%,2.39,16.07,-17.30%,31.67,-,1.92,19.96,-,-24.00%,14.50 - 39.24,125.09%,-,-,-,-14.80%,-2.14%,-,-,6.00,-,77.90%,164.83%,1.82,1270,6.00,48.00%,-40.10%,69.90,3.93% 5.95%,Yes,0.00,-89.60%,-38.40%,0.87,37.91,Yes,0.00,May 07 AMC,-,5.45M,38.40,2.20,11.91%,27.54%,76.82%,"4,737,817",1.29%
1021,NEU,NewMarket Corporation,Basic Materials,Specialty Chemicals,USA,4.27B,15.99,397.08,-0.90%,"41,548",-,15.99,24.84,8.30%,11.14M,-0.85%,4.27B,-,-,0.00%,8.44M,-8.14%,277.10M,2.08,-,56.70%,1.73%,3.32%,2.21B,1.93,14.70%,-1.44%,3.08,-15.08%,57.40,6.92,15.10%,-,-1.06%,16.62,23.89,7.70%,43.60%,304.65 - 505.16,-18.38%,7.60,18.56,4.30%,19.40%,-21.40%,0.54,1.91%,1.80,-1.30%,29.70%,30.34%,11.39,2118,3.00,4.20%,16.40%,43.20,2.05% 3.01%,Yes,0.00,37.80%,12.50%,0.88,400.69,Yes,1.16,Apr 22 AMC,30.00%,47.40K,397.08,3.00,-1.68%,-4.79%,-9.57%,"41,548",-0.90%
1022,NEWR,"New Relic, Inc.",Technology,Software - Infrastructure,USA,4.08B,-,67.51,0.96%,"2,132,896",-,-,-1.52,14.53%,59.35M,-2.02%,4.08B,153.78,232.58%,-2.42%,51.23M,-4.00%,-88.90M,-,0.03,90.20%,12.71%,47.92%,599.50M,6.81,-111.10%,5.99%,6.23,-0.84%,6.58,10.26,-7.50%,72.00,-26.78%,13.31,5.07,7.70%,-23.80%,33.49 - 96.46,2.74%,-,115.98,5.20%,-10.50%,-30.01%,1.18,-,2.70,40.30%,82.80%,101.58%,2.80,2131,2.70,20.90%,-14.30%,49.44,4.35% 3.94%,Yes,1.09,-61.00%,-14.80%,2.04,66.87,Yes,1.09,May 14 AMC,-,1.05M,67.51,2.30,-2.58%,5.16%,10.12%,"2,132,896",0.96%
1023,NFE,New Fortress Energy LLC,Utilities,Utilities - Regulated Gas,USA,2.97B,-,17.42,11.24%,"502,953",-,-,-1.20,5.90%,26.03M,34.41%,2.97B,16.72,516.00%,0.52%,16.38M,22.07%,-28.60M,-,-0.24,57.80%,5.81%,76.32%,233.70M,12.70,-248.50%,1.57%,9.24,13.49%,2.75,6.33,-2.40%,20.40,49.91%,1.37,12.76,-,-35.60%,7.01 - 19.50,11.17%,-,-,-,-26.70%,-10.67%,-,-,2.50,-,6.60%,148.50%,1.15,201,2.70,148.30%,-74.20%,78.52,10.45% 7.54%,No,0.00,66.90%,-12.20%,4.88,15.66,Yes,13.22,-,-,103.05K,17.42,1.80,34.32%,31.79%,20.06%,"502,953",11.24%
1024,NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,USA,3.73B,39.35,41.32,-2.55%,"453,052",-,39.35,1.05,1.00%,86.56M,-1.45%,3.73B,12.87,12.55%,0.00%,84.31M,-7.91%,91.60M,4.63,0.50,74.80%,2.94%,11.11%,1.59B,2.35,5.20%,0.04%,3.02,-9.25%,24.03,1.72,1.40%,48.00,-22.80%,1.24,33.35,8.50%,4.30%,31.58 - 53.92,-11.22%,1.78,-,-0.10%,9.90%,-23.37%,0.66,4.31%,0.80,-4.30%,83.40%,30.84%,1.35,2107,0.90,-11.10%,20.20%,49.07,3.21% 3.06%,Yes,1.14,-217.40%,5.80%,0.55,42.40,Yes,1.03,Apr 30 AMC,162.70%,820.99K,41.32,1.90,0.12%,-0.50%,-3.12%,"453,052",-2.55%
1025,NFLX,"Netflix, Inc.",Communication Services,Entertainment,USA,225.18B,107.96,502.78,1.95%,"5,633,235",S&P 500,107.96,4.66,1.62%,439.35M,10.49%,225.18B,58.76,32.86%,-5.38%,432.93M,19.86%,2.10B,3.01,1.81,84.00%,2.62%,35.05%,21.40B,10.52,46.90%,1.68%,1.48,52.01%,19.14,26.27,6.90%,458.03,32.33%,11.50,43.71,35.88%,30.80%,252.28 - 504.82,55.39%,-,-,44.20%,10.20%,-0.40%,0.94,-,0.80,29.60%,39.50%,99.29%,15.61,8600,0.80,27.60%,14.50%,68.73,4.06% 3.45%,Yes,1.74,105.80%,10.40%,0.73,493.16,Yes,1.69,Jul 16 AMC,0.00%,7.67M,502.78,2.30,10.76%,14.63%,40.59%,"5,633,235",1.95%
1026,NG,NovaGold Resources Inc.,Basic Materials,Gold,Canada,3.00B,-,9.16,-5.66%,"4,880,781",-,-,-0.09,23.80%,329.11M,-0.22%,3.00B,-,-,-0.77%,240.47M,13.65%,-29.80M,-,-0.02,48.30%,3.47%,2.81%,-,-,12.70%,5.50%,2.32,0.77%,0.38,24.11,-12.30%,-,58.75%,0.41,22.34,-,-22.10%,4.65 - 12.85,2.23%,-,-,7.80%,-,-28.69%,0.54,-,62.70,-,-,96.99%,0.59,12,62.70,-,-,49.41,6.41% 6.44%,Yes,0.86,-29.60%,-,1.36,9.71,Yes,0.86,Jun 24 AMC,-,3.59M,9.16,-,5.21%,-7.90%,8.21%,"4,880,781",-5.66%
1027,NGG,National Grid plc,Utilities,Utilities - Diversified,United Kingdom,42.55B,25.23,57.38,2.17%,"1,091,723",-,25.23,2.27,3.50%,698.40M,-5.53%,42.55B,9563.33,-99.78%,0.00%,694.08M,-4.19%,1.59B,9.35,-,5.10%,0.11%,9.15%,18.13B,2.35,-17.00%,-6.56%,1.43,-7.30%,34.93,1.64,2.00%,64.62,7.27%,3.48,16.48,2.70%,6.50%,44.29 - 69.08,-8.44%,3.08,-,-3.10%,4.60%,-16.94%,0.42,5.37%,0.60,1.70%,-,29.56%,1.35,23069,0.70,-3.70%,19.10%,44.86,1.65% 1.78%,Yes,1.57,-39.30%,8.70%,2.02,56.16,Yes,1.37,-,107.00%,541.35K,57.38,-,-2.64%,-1.01%,-2.83%,"1,091,723",2.17%
1028,NGHC,National General Holdings Corp.,Financial,Insurance - Property & Casualty,USA,3.88B,12.15,33.84,65.80%,"39,339,862",-,12.15,2.79,0.60%,113.56M,56.59%,3.88B,10.85,-6.14%,0.00%,67.57M,44.00%,323.50M,-,0.84,54.80%,0.77%,123.81%,5.06B,0.77,73.00%,0.50%,1.62,52.43%,19.86,1.70,3.30%,27.67,46.68%,2.71,12.51,0.00%,15.10%,11.82 - 25.39,53.12%,0.20,7.97,20.40%,13.10%,33.31%,0.85,0.59%,-,21.70%,-,186.29%,1.75,9200,-,9.90%,9.40%,83.11,2.85% 3.70%,Yes,0.00,10.70%,6.40%,121.91,20.41,Yes,0.30,Apr 29 AMC,6.30%,322.69K,33.84,2.20,61.31%,70.06%,66.16%,"39,339,862",65.80%
